latest_year,id,indicator,year,xaxis_display,value
0,IQ,gov_debt_to_gdp_perc,2011,,0.40719
0,IE,gov_debt_to_gdp_perc,2011,,1.10419
0,IL,gov_debt_to_gdp_perc,2011,,0.67271
0,IT,gov_debt_to_gdp_perc,2011,,1.19694
0,JM,gov_debt_to_gdp_perc,2011,,1.39465
0,JP,gov_debt_to_gdp_perc,2011,,2.19162
0,JO,gov_debt_to_gdp_perc,2011,,0.6206900000000001
0,KZ,gov_debt_to_gdp_perc,2011,,0.10161
0,KE,gov_debt_to_gdp_perc,2011,,0.35686999999999997
0,KI,gov_debt_to_gdp_perc,2011,,0.08802
0,KR,gov_debt_to_gdp_perc,2011,,0.33061
0,KW,gov_debt_to_gdp_perc,2011,,0.04641
0,KG,gov_debt_to_gdp_perc,2011,,0.50056
0,LA,gov_debt_to_gdp_perc,2011,,0.43005
0,LV,gov_debt_to_gdp_perc,2011,,0.44504
0,LB,gov_debt_to_gdp_perc,2011,,1.34386
0,LS,gov_debt_to_gdp_perc,2011,,0.36171
0,LR,gov_debt_to_gdp_perc,2011,,0.22518999999999997
0,LY,gov_debt_to_gdp_perc,2011,,0.26611999999999997
0,LT,gov_debt_to_gdp_perc,2011,,0.37134
0,LU,gov_debt_to_gdp_perc,2011,,0.18503
0,MG,gov_debt_to_gdp_perc,2011,,0.29947
0,MW,gov_debt_to_gdp_perc,2011,,0.19983
0,MY,gov_debt_to_gdp_perc,2011,,0.51898
0,MV,gov_debt_to_gdp_perc,2011,,0.51863
0,ML,gov_debt_to_gdp_perc,2011,,0.23965
0,MT,gov_debt_to_gdp_perc,2011,,0.70016
0,MH,gov_debt_to_gdp_perc,2011,,0.35972000000000004
0,MR,gov_debt_to_gdp_perc,2011,,0.38839
0,MU,gov_debt_to_gdp_perc,2011,,0.5490999999999999
0,MX,gov_debt_to_gdp_perc,2011,,0.41167
0,FM,gov_debt_to_gdp_perc,2011,,0.28745
0,MD,gov_debt_to_gdp_perc,2011,,0.24201
0,MN,gov_debt_to_gdp_perc,2011,,0.32653
0,ME,gov_debt_to_gdp_perc,2011,,0.48572
0,MA,gov_debt_to_gdp_perc,2011,,0.48555
0,MZ,gov_debt_to_gdp_perc,2011,,0.34155
0,MM,gov_debt_to_gdp_perc,2011,,0.51331
0,NAM,gov_debt_to_gdp_perc,2011,,0.27449999999999997
0,NR,gov_debt_to_gdp_perc,2011,,1.88939
0,NP,gov_debt_to_gdp_perc,2011,,0.32425
0,NL,gov_debt_to_gdp_perc,2011,,0.6169899999999999
0,NZ,gov_debt_to_gdp_perc,2011,,0.34722000000000003
0,NI,gov_debt_to_gdp_perc,2011,,0.28794000000000003
0,NE,gov_debt_to_gdp_perc,2011,,0.14747
0,NG,gov_debt_to_gdp_perc,2011,,0.17431000000000002
0,MK,gov_debt_to_gdp_perc,2011,,0.27728
0,NO,gov_debt_to_gdp_perc,2011,,0.29611
0,OM,gov_debt_to_gdp_perc,2011,,0.04442
0,PK,gov_debt_to_gdp_perc,2011,,0.55065
0,PW,gov_debt_to_gdp_perc,2011,,0.30559000000000003
0,PA,gov_debt_to_gdp_perc,2011,,0.3651
0,PG,gov_debt_to_gdp_perc,2011,,0.16277999999999998
0,PY,gov_debt_to_gdp_perc,2011,,0.11052
0,PE,gov_debt_to_gdp_perc,2011,,0.23071000000000003
0,PH,gov_debt_to_gdp_perc,2011,,0.45434
0,PL,gov_debt_to_gdp_perc,2011,,0.55134
0,PT,gov_debt_to_gdp_perc,2011,,1.14403
0,QA,gov_debt_to_gdp_perc,2011,,0.33474
0,RO,gov_debt_to_gdp_perc,2011,,0.32598999999999995
0,RU,gov_debt_to_gdp_perc,2011,,0.1034
0,RW,gov_debt_to_gdp_perc,2011,,0.18717
0,KN,gov_debt_to_gdp_perc,2011,,1.27074
0,LC,gov_debt_to_gdp_perc,2011,,0.54937
0,VC,gov_debt_to_gdp_perc,2011,,0.63989
0,WS,gov_debt_to_gdp_perc,2011,,0.41526
0,ST,gov_debt_to_gdp_perc,2011,,0.8601800000000001
0,SA,gov_debt_to_gdp_perc,2011,,0.05339999999999999
0,SN,gov_debt_to_gdp_perc,2011,,0.32877
0,RS,gov_debt_to_gdp_perc,2011,,0.43709
0,SC,gov_debt_to_gdp_perc,2011,,0.8250799999999999
0,SL,gov_debt_to_gdp_perc,2011,,0.42033
0,SG,gov_debt_to_gdp_perc,2011,,1.0313
0,SK,gov_debt_to_gdp_perc,2011,,0.43156
0,SI,gov_debt_to_gdp_perc,2011,,0.46458
0,SB,gov_debt_to_gdp_perc,2011,,0.18344
0,ZA,gov_debt_to_gdp_perc,2011,,0.34741999999999995
0,SS,gov_debt_to_gdp_perc,2011,,0
0,ES,gov_debt_to_gdp_perc,2011,,0.6984999999999999
0,LK,gov_debt_to_gdp_perc,2011,,0.69428
0,SD,gov_debt_to_gdp_perc,2011,,0.78113
0,SR,gov_debt_to_gdp_perc,2011,,0.18738
0,SE,gov_debt_to_gdp_perc,2011,,0.37149
0,CH,gov_debt_to_gdp_perc,2011,,0.4189
0,TJ,gov_debt_to_gdp_perc,2011,,0.35512
0,TZ,gov_debt_to_gdp_perc,2011,,0.28382999999999997
0,TH,gov_debt_to_gdp_perc,2011,,0.39116
